track_id,canonical_composer,canonical_title,year,duration,midi_filename,audio_filename,midi_path,audio_path,official_split,composition_id,period,period_id,duration_sec,tempo_bpm,rms_mean,rms_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,midi_note_count,midi_notes_per_second,midi_pitch_mean,midi_pitch_std,midi_pitch_min,midi_pitch_max,midi_pitch_range,midi_velocity_mean,midi_velocity_std,midi_duration_mean,midi_duration_std,midi_polyphony_mean,feature_status
track_000004,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",2004,872.640588096,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.wav,data\raw\maestro-v3.0.0\2004\MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,data\raw\maestro-v3.0.0\2004\MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.wav,train,alexander_scriabin__24_preludes_op_11_no_13_24,Romantic,2,60.0,123.046875,0.07404113560914993,0.056658804416656494,731.9492576403873,175.89709011920996,887.9004223712953,263.9112605425232,1203.8968868668971,409.47123920196066,0.04372630399816176,0.013728047577603937,-296.6629638671875,122.08885192871094,174.87716674804688,51.97432327270508,-4.200693607330322,43.001686096191406,15.481008529663086,14.228033065795898,3.558039665222168,13.210684776306152,-4.2858710289001465,10.242826461791992,-3.9478352069854736,8.416645050048828,-11.120888710021973,9.907198905944824,-9.316821098327637,7.844651222229004,-7.805688858032227,7.467761516571045,-6.636257648468018,7.403055191040039,-4.85380744934082,7.328044891357422,-3.7758350372314453,7.441394329071045,0.3317919075489044,0.3706120550632477,0.23143763840198517,0.26754680275917053,0.29171743988990784,0.3283483386039734,0.19051240384578705,0.2823411822319031,0.3973362147808075,0.23510023951530457,0.2940407991409302,0.24395418167114258,6316,7.238069771661589,60.58185560481317,13.032712536156124,22.0,103.0,81.0,62.95408486383787,21.650612002820182,0.29126738310111855,0.46809706709347476,3.2520047324832393,ok
track_000005,Alexander Scriabin,"3 Etudes, Op. 65",2006,397.857508125,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.wav,data\raw\maestro-v3.0.0\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,data\raw\maestro-v3.0.0\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.wav,validation,alexander_scriabin__3_etudes_op_65,Romantic,2,60.0,86.1328125,0.017565354704856873,0.012368245981633663,562.9239109235622,103.51784261437096,761.3872373610391,213.81063417638717,865.7989312989793,199.3416855700881,0.03612997805001935,0.012133487831156246,-478.21728515625,64.78419494628906,194.144775390625,35.0506591796875,35.85661315917969,28.83430290222168,-0.5843929052352905,13.115535736083984,9.086883544921875,8.21294116973877,3.6521313190460205,9.025093078613281,-2.705397367477417,7.663006782531738,-5.682553768157959,8.794445991516113,-6.6493659019470215,7.949556350708008,-6.329944133758545,9.124338150024414,-5.750663757324219,9.468573570251465,-5.042603492736816,8.747513771057129,-3.501856803894043,7.96642541885376,0.2057197093963623,0.2110995650291443,0.18555346131324768,0.13575732707977295,0.23387613892555237,0.48052850365638733,0.22788630425930023,0.21192653477191925,0.34560468792915344,0.2645123302936554,0.2839846611022949,0.2581333518028259,4019,10.102551010388641,68.43319233640209,14.337130980187476,24.0,107.0,83.0,65.00821099776064,20.346309585987978,0.1302604944223272,0.31823080560159633,2.883177570093458,ok
track_000006,Alexander Scriabin,"5 Preludes, Op.15",2009,400.557825938,2009/MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,2009/MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.wav,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.wav,validation,alexander_scriabin__5_preludes_op_15,Romantic,2,60.0,143.5546875,0.07875251024961472,0.033813878893852234,820.6524671920937,160.1576487692753,856.3882280866468,175.92157074921542,1389.8165959691853,311.20093826252725,0.057823913385255415,0.018099553788449328,-253.6538848876953,70.54289245605469,210.57928466796875,28.13412857055664,-28.658239364624023,23.157672882080078,9.099550247192383,15.255640983581543,1.5493661165237427,13.306281089782715,-6.2626261711120605,9.372526168823242,-4.962102890014648,8.040671348571777,-5.89341926574707,7.644420623779297,-3.183706760406494,8.242386817932129,-5.410248279571533,8.10068416595459,-1.307000994682312,7.022729873657227,-4.881248950958252,8.002305030822754,-7.602363586425781,7.7990546226501465,0.22001643478870392,0.34671497344970703,0.20903252065181732,0.3082943856716156,0.5482828617095947,0.23391494154930115,0.3257402777671814,0.19437363743782043,0.3614971339702606,0.31423673033714294,0.23136474192142487,0.42445066571235657,2354,5.876984191483621,65.3411214953271,11.201769633516268,23.0,92.0,69.0,60.3428207306712,17.767022706879114,0.37922540976352326,0.5038270691980657,3.058584214808788,ok
track_000007,Alexander Scriabin,"Entragete, Op.63",2009,163.745829844,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_07_WAV.midi,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_07_WAV.wav,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_07_WAV.midi,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_07_WAV.wav,test,alexander_scriabin__entragete_op_63,Romantic,2,60.0,69.83741554054055,0.026821359992027283,0.02322729118168354,840.9824789925257,362.7934656418269,944.2488690155866,202.99615780603477,1298.6921469862616,574.2608150639564,0.06438358649380804,0.042422077601932784,-409.96856689453125,96.34182739257812,150.20111083984375,38.3325080871582,-3.6578474044799805,46.96580505371094,-7.7812886238098145,18.25152587890625,1.1841152906417847,13.636064529418945,2.5073626041412354,12.433712005615234,3.613360643386841,13.089653015136719,4.098843097686768,11.916144371032715,6.2962775230407715,11.000442504882812,6.577857494354248,10.66988468170166,5.340784072875977,10.75173568725586,4.896018981933594,10.13058853149414,3.5580177307128906,10.81888484954834,0.2582651376724243,0.19455912709236145,0.20639987289905548,0.31410661339759827,0.23298782110214233,0.2548559606075287,0.3709747791290283,0.1794845461845398,0.2193547785282135,0.27339833974838257,0.21814878284931183,0.22611358761787415,721,4.403228499860841,79.51040221914009,10.739131652945764,42.0,104.0,62.0,58.77669902912621,18.107746885978674,0.4072107605177998,0.9326403693068628,2.679618768328446,ok
track_000008,Alexander Scriabin,"Etude Op. 2 No.1;  Etudes Op. 8, Nos. 5, 11 and 12",2013,563.904350625,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.wav,data\raw\maestro-v3.0.0\2013\ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,data\raw\maestro-v3.0.0\2013\ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.wav,train,alexander_scriabin__etude_op_2_no_1_etudes_op_8_nos_5_11_and_12,Romantic,2,60.0,107.666015625,0.028209276497364044,0.014840720221400261,804.8080082880608,113.16535961612787,809.1089775505232,89.60034657180086,1390.2999263798858,232.21505001875258,0.055090747750580496,0.011006506135090863,-378.2066955566406,58.235294342041016,211.07684326171875,17.146825790405273,-24.436016082763672,26.197071075439453,-0.23807291686534882,14.905773162841797,8.005434036254883,11.631819725036621,-8.939746856689453,8.614494323730469,-6.306711673736572,6.523758411407471,-13.63476848602295,8.779516220092773,-14.04666519165039,6.942635536193848,-8.919342994689941,7.176011085510254,-7.244976043701172,9.595962524414062,-4.793510913848877,8.775321960449219,-1.5632470846176147,8.173398971557617,0.2832210659980774,0.2761729955673218,0.22554059326648712,0.2610856890678406,0.23341979086399078,0.3251102566719055,0.43121275305747986,0.30779600143432617,0.15323226153850555,0.18546803295612335,0.3724985718727112,0.2565607726573944,5362,9.508848413196883,63.096232748974266,12.729726726854045,23.0,100.0,77.0,70.21428571428571,19.509123267311008,0.2528193188176048,0.34915895989647766,3.730723606168446,ok
track_000009,Alexander Scriabin,"Etude Op. 42, Nos. 4 & 5",2009,136.315301719,2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_04_WAV.midi,2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_04_WAV.wav,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_04_WAV.midi,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_04_WAV.wav,test,alexander_scriabin__etude_op_42_nos_4_5,Romantic,2,60.0,151.99908088235293,0.07826010137796402,0.04466619715094566,692.7091263099709,147.88165505507436,787.0822132459689,110.64217797839811,1121.443218786281,301.42617406302367,0.05066258102747678,0.015011255546636595,-302.0732421875,63.95219802856445,198.48211669921875,19.823244094848633,4.560787677764893,31.550146102905273,-4.615227699279785,12.158915519714355,3.8905041217803955,11.894949913024902,-6.132611274719238,10.840692520141602,-7.9803643226623535,7.295569896697998,-8.943953514099121,8.715188026428223,-4.575201988220215,9.547297477722168,0.0053101531229913235,9.208171844482422,-1.5079821348190308,9.67725658416748,-3.000739336013794,10.096478462219238,-0.8868944644927979,10.360660552978516,0.2145279496908188,0.3377712070941925,0.16279299557209015,0.21395118534564972,0.17197073996067047,0.29111531376838684,0.3269270062446594,0.18081000447273254,0.27176031470298767,0.18228022754192352,0.21911367774009705,0.19167576730251312,783,5.743550559222151,64.26436781609195,10.048431624511176,30.0,87.0,57.0,47.015325670498086,16.659225008841673,0.3741535626862495,0.41361544013147544,2.9414556962025316,ok
track_000010,Alexander Scriabin,"Etude Op. 8, No. 13",2009,167.085837188,2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_05_WAV.midi,2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_05_WAV.wav,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_05_WAV.midi,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_05_WAV.wav,validation,alexander_scriabin__etude_op_8_no_13,Romantic,2,60.0,143.5546875,0.075114905834198,0.0396578311920166,824.1183254408854,125.38029521131115,867.8566714228976,131.02864987828224,1458.470347496009,273.033250079972,0.054686555183339786,0.010484674653214803,-254.6775360107422,69.87097930908203,210.78025817871094,11.389517784118652,-30.474458694458008,23.469322204589844,12.729301452636719,15.382561683654785,2.4268274307250977,12.338294982910156,-5.369729995727539,8.488595008850098,-6.520495891571045,7.006006240844727,-8.173043251037598,7.137789249420166,-7.8049445152282715,6.770463943481445,-6.9603071212768555,7.4235076904296875,-4.419456958770752,7.089978218078613,-3.2498676776885986,7.710931777954102,-3.484410524368286,7.643230438232422,0.2663348317146301,0.3944026231765747,0.21903231739997864,0.28919124603271484,0.296337366104126,0.2170167863368988,0.3115972876548767,0.27196013927459717,0.42982590198516846,0.31704097986221313,0.1876109540462494,0.20110146701335907,2828,16.925158193323153,59.83239038189533,13.14878615897267,21.0,92.0,71.0,64.96711456859971,19.041902183729174,0.1105523080209807,0.21675005867846012,3.6707768187422936,ok
track_000011,Alexander Scriabin,"Etude in D-flat Major, Op. 8 No. 10",2011,102.007109531,2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_09_Track09_wav.midi,2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_09_Track09_wav.wav,data\raw\maestro-v3.0.0\2011\MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_09_Track09_wav.midi,data\raw\maestro-v3.0.0\2011\MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_09_Track09_wav.wav,train,alexander_scriabin__etude_in_d_flat_major_op_8_no_10,Romantic,2,60.0,151.99908088235293,0.11914853751659393,0.043574199080467224,847.0172057561335,138.8408924153804,842.4052813163229,148.70218683841384,1394.8457322253532,239.51710983659575,0.054760817772832815,0.014080318123535836,-222.4224090576172,53.962337493896484,207.77294921875,15.3770112991333,-36.10684585571289,19.403961181640625,5.861276149749756,17.545269012451172,-7.32408332824707,15.029698371887207,-8.513980865478516,9.06081771850586,-12.771856307983398,9.133142471313477,-17.389680862426758,9.329508781433105,-10.231939315795898,9.110519409179688,-12.444409370422363,9.728089332580566,-7.284665584564209,8.457677841186523,-7.086150646209717,8.347172737121582,-8.8872709274292,7.58204460144043,0.30140531063079834,0.404768705368042,0.15840743482112885,0.19655244052410126,0.28823021054267883,0.4581681489944458,0.3809749186038971,0.21366959810256958,0.31462982296943665,0.24021488428115845,0.18758998811244965,0.17779366672039032,2193,21.507687592583135,65.52165982672139,13.64736028851772,25.0,97.0,72.0,71.27314181486548,16.543623164844544,0.07998223514211879,0.04992834573632171,4.08016443987667,ok
track_000012,Alexander Scriabin,Etudes from Op.8,2006,550.997045156,2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.midi,2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.wav,data\raw\maestro-v3.0.0\2006\MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.midi,data\raw\maestro-v3.0.0\2006\MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.wav,train,alexander_scriabin__etudes_from_op_8,Romantic,2,60.0,123.046875,0.02969083935022354,0.01884264312684536,617.899686774477,146.54228577543438,741.0968764420704,256.92785277788283,1001.6772763278831,296.7051797179242,0.04061218828608746,0.018486537986498224,-413.467529296875,67.75749206542969,189.07937622070312,39.54032897949219,24.790197372436523,28.206737518310547,0.84559166431427,12.04845905303955,12.161447525024414,9.321435928344727,1.4587396383285522,9.988571166992188,-5.070663928985596,8.145686149597168,-9.040308952331543,8.22520637512207,-10.307082176208496,9.53378963470459,-8.171324729919434,8.112370491027832,-5.123562335968018,7.749516010284424,-1.9479115009307861,7.903303146362305,-1.0618926286697388,8.435270309448242,0.20559243857860565,0.327666312456131,0.17951320111751556,0.17777150869369507,0.20601406693458557,0.5032258033752441,0.37225106358528137,0.15757283568382263,0.17589452862739563,0.19477352499961853,0.3648313283920288,0.22257043421268463,5392,9.785890170760412,61.41728486646884,12.605821427988765,21.0,98.0,77.0,62.15912462908012,20.150608147876696,0.21200751692321937,0.3308211212404701,3.3815075376884423,ok
track_000013,Alexander Scriabin,Fantasy Op. 28 in B Minor,2013,512.164284844,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.wav,data\raw\maestro-v3.0.0\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,data\raw\maestro-v3.0.0\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.wav,train,alexander_scriabin__fantasy_op_28_in_b_minor,Romantic,2,60.0,103.359375,0.04556286334991455,0.022648878395557404,860.0065218089192,153.59532604719752,865.4941890237545,129.34725311695374,1492.8076398631,282.4239387784239,0.05532506228231424,0.014434142899317572,-301.2900085449219,72.58255004882812,206.3901824951172,15.0518798828125,-32.69404220581055,26.419084548950195,3.5193142890930176,15.830214500427246,0.6206308007240295,13.206094741821289,-5.364650249481201,8.970300674438477,-4.728960990905762,6.160258769989014,-7.796947479248047,6.80229377746582,-6.145048141479492,7.348995208740234,-7.503380298614502,7.765941619873047,-6.542998790740967,7.396507740020752,-5.424297332763672,7.424551963806152,-3.8467483520507812,6.386833667755127,0.179432213306427,0.3339431881904602,0.2335423082113266,0.20555470883846283,0.17099249362945557,0.30346447229385376,0.5886432528495789,0.3167654275894165,0.19164304435253143,0.15508148074150085,0.2671247124671936,0.2624291479587555,6498,12.68763109121279,61.18836565096953,15.181944860426523,21.0,96.0,75.0,73.16528162511543,21.877096215034605,0.17501819470093352,0.280182416766277,3.7916401442817738,ok
